style_code,name,brand,date,retail_price,colorway,story,wants,name_join,release_month,release_dow,wmns,collab,retro,kids,colorway_nlp,main_color,resale_price
D97353,adidas WMNS I-5923 Core Black Grey,Adidas,10/2/18,130,Core Black / Grey / Grey,"Inspired by archival runners from the '70s, the I-5923 strikes the perfect balance between modern and retro. Suede overlays on the toe and heel lend a vintage look to these stretch-mesh shoes. Boost cushions your step, and a gum rubber outsole gives great traction.",9,adidas wmns i5923 core black grey,Oct,Tuesday,TRUE,FALSE,FALSE,FALSE,core black   grey   grey,Black,224
B44870,adidas Adilette Cloudfoam Dark Blue,Adidas,10/2/18,40,Dark Blue / Footwear White / Dark Blue,"A super-soft cloudfoam plus footbed helps to restore and rejuvenate tired feet. The bandage-style upper features a structured graphic, and the EVA outsole delivers lightweight cushioning.",4,adidas adilette cloudfoam dark blue,Oct,Tuesday,FALSE,FALSE,FALSE,FALSE,dark blue   footwear white   dark blue,Blue,75
AA2897333,Nike Kyrie 4 GS Spinach Green,Nike,10/2/18,100,Spinack Green/Green Strike,"This iteration of the Nike kYrie 4comes dressed in a Black/Dark Green suede upper offset by the bright Green mesh noted on the front portion of the shoe.  More bright Green hits can be spotted on the embroidered Swoosh, lining, laces and sole unit. Adding to the Spinach theme of the shoe is the spoon, fork and knife graphics placed on the insoles.",80,nike kyrie 4 gs spinach green,Oct,Tuesday,FALSE,FALSE,FALSE,TRUE,spinack green green strike,Green,150
B37645,adidas WMNS NMD R1 Crystal White Real Lilac,Adidas,10/2/18,150,Crystal White / Crystal White / Real Lilac,"Inspired by the pioneering spirit of running designs from the mid-'80s, the NMD series celebrates a time when wearable technology was exciting and new. These shoes translate the retro-tech style for today's streets with a modern knit upper.and a Boost midsole.",124,adidas wmns nmd r1 crystal white real lilac,Oct,Tuesday,TRUE,FALSE,FALSE,FALSE,crystal white   crystal white   real lilac,White,132
AO4486600,Nike WMNS Air Max Sequent 4 Particle Rose,Nike,10/2/18,100,Particle Rose/Particle Rose,"The Nike Air Max Sequent 4 delivers a clean, modern design while maintaining iconic Air Max details. The lightweight mesh upper offers flexibility just where you need it while the Max Air unit cushions your stride.",17,nike wmns air max sequent 4 particle rose,Oct,Tuesday,TRUE,FALSE,FALSE,FALSE,particle rose particle rose,White,100
D97352,adidas WMNS I-5923 Trace Maroon,Adidas,10/2/18,130,Trace Maroon / Super Pop / Noble Maroon,"Inspired by archival runners from the '70s, the I-5923 strikes the perfect balance between modern and retro. Suede overlays on the toe and heel lend a vintage look to these stretch-mesh shoes. Boost cushions your step, and a gum rubber outsole gives great traction.",7,adidas wmns i5923 trace maroon,Oct,Tuesday,TRUE,FALSE,FALSE,FALSE,trace maroon   super pop   noble maroon,Blue,186
B37617,adidas NMD R1 Grey Core Black,Adidas,10/2/18,150,Grey / Grey / Core Black,"Inspired by the pioneering spirit of running designs from the mid-'80s, the NMD series celebrates a time when wearable technology was exciting and new. These shoes translate the retro-tech style for today's streets with a modern knit upper.and a Boost midsole.",50,adidas nmd r1 grey core black,Oct,Tuesday,FALSE,FALSE,FALSE,FALSE,grey   grey   core black,Black,95
AQ0882,adidas NMD R1 Core Black Raw Amber,Adidas,10/2/18,150,Ore Black / Core Black / Raw Amber,"Inspired by the pioneering spirit of running designs from the mid-'80s, the NMD series celebrates a time when wearable technology was exciting and new. These shoes translate the retro-tech style for today's streets with a modern knit upper.and a Boost midsole.",39,adidas nmd r1 core black raw amber,Oct,Tuesday,FALSE,FALSE,FALSE,FALSE,ore black   core black   raw amber,Black,91
AV3922-348,Jordan Legacy 312 Hyper Jade,Jordan Brand,10/2/18,150,Hyper Jade/Bright Blue,"The Air Jordan Legacy 312 Hyper Jade mixes the AJ 1, AJ 3 and Nike Air Alpha Force Low designs into one. The bold aqua hue covers its leather upper with blue accents on the tongue branding and Swoosh logos. Other design details like elephant print overlays on the sides, a cream white midsole, mid-foot strap and grey outsole tops it all off.",67,jordan legacy 312 hyper jade,Oct,Tuesday,FALSE,FALSE,FALSE,FALSE,hyper jade bright blue,Blue,112
CG3427,adidas WMNS Adilette Comfort Core Black Cloud White,Adidas,10/2/18,40,Core Black / Cloud White / Core Black,This slide features a soft cotton strap on the upper with a phylon midsole/outsole down below for all day comfort.,7,adidas wmns adilette comfort core black cloud white,Oct,Tuesday,TRUE,FALSE,FALSE,FALSE,core black   cloud white   core black,Black,69
B37456,adidas EQT Support Mid ADV PK Core Black,Adidas,10/1/18,120,Core Black/Carbon-Solar Yellow,"Covered in a mixture of Core Black, Carbon, and Solar Yellow hues, the sneaker’s striped Primeknit upper is covered in the dark hue, and detailed with a tonal sock-like ankle collar. Finishing details include carbon outlined Three Stripes on the sides, and a matching EVA midsole with more branding.",61,adidas eqt support mid adv pk core black,Oct,Monday,FALSE,FALSE,FALSE,FALSE,core black carbon solar yellow,Green,145
908988402,Nike Revolution 4 Thunder Blue,Nike,10/1/18,60,Thunder Blue/Football Grey,The Nike Revolution 4 combines lightweight cushioning and a minimal design for streamlined speed and lasting comfort.,2,nike revolution 4 thunder blue,Oct,Monday,FALSE,FALSE,FALSE,FALSE,thunder blue football grey,Blue,60
908988013,Nike Revolution 4 Cool Grey Habanero Red,Nike,10/1/18,60,Cool Grey/Habanero Red,The Nike Revolution 4 combines lightweight cushioning and a minimal design for streamlined speed and lasting comfort.,5,nike revolution 4 cool grey habanero red,Oct,Monday,FALSE,FALSE,FALSE,FALSE,cool grey habanero red,Red,60
880841403,Nike Free RN Commuter 2017 Obsidian,Nike,10/1/18,110,Obsidian/Obsidian-gunsmoke,"The Nike Free RN Commuter 2017 adapts to your day. Perfect for a short run between work or errands, it features the ultra-flexible and innovative Free sole that lets your foot move naturally. Subtle branding lets the shoe blend in with your work wardrobe, so you don't have to carry an extra pair. If you need to change, its foldable design lets you quickly slide the shoe into a tote or backpack.",2,nike free rn commuter 2017 obsidian,Oct,Monday,FALSE,FALSE,FALSE,FALSE,obsidian obsidian gunsmoke,Gray,110
AA2168008,Nike WMNS Air Max Axis Vast Grey,Nike,10/1/18,85,Vast Grey/Oracle Pink,"Subtle design lines and classic branding pay homage to icons like the Air Max 97 and 98, while updated elements make sure you’re feeling top notch with an updated Max Air unit. Multiple no-sew layers create a tiered, faded look that adds style while the color blocking creates a ‘90s look and feel all day everyday.",26,nike wmns air max axis vast grey,Oct,Monday,TRUE,FALSE,FALSE,FALSE,vast grey oracle pink,Blue,85
BB7563,adidas WMNS Edgebounce Core Black Silver Metallic,Adidas,10/1/18,100,Core Black / Silver Metallic / Shock Pink,These versatile running shoes perform in the gym and on the streets. The women's-specific design has a wider forefoot and heel platform to deliver stability for crosstraining. The stretch mesh upper offers foot-cradling comfort. An internal fit system is attached to the sockliner to allow you to loosen or tighten the fit for personalized lockdown.,0,adidas wmns edgebounce core black silver metallic,Oct,Monday,TRUE,FALSE,FALSE,FALSE,core black   silver metallic   shock pink,Black,538
AR0734100,Nike Air Force 1 Low Sport GS White Black,Nike,10/1/18,100,White/Black-white,"This Nike Air Force 1 Low takes on a full white leather upper with black and grey accents present on the inner liner, laces, Swoosh branding, heel, and the piping on the midsole. A nice added feature can be seen on the heels where both shoes are hit with the Jerry West NBA logo and AF-1 to denote the collaboration. This is a pair that can easily match up with the San Antonio Spurs uniforms.",23,nike air force 1 low sport gs white black,Oct,Monday,FALSE,FALSE,FALSE,TRUE,white black white,White,74
B37652,adidas WMNS NMD R1 Orchid Tint,Adidas,10/1/18,150,Orchid Tint / Orchid Tint / Cloud White,"Inspired by the pioneering spirit of running designs from the mid-'80s, the NMD series celebrates a time when wearable technology was exciting and new. These shoes translate the retro-tech style for today's streets with a modern knit upper.and a Boost midsole.",93,adidas wmns nmd r1 orchid tint,Oct,Monday,TRUE,FALSE,FALSE,FALSE,orchid tint   orchid tint   cloud white,Purple,137
B37875,adidas Stan Smith Wheat,Adidas,10/1/18,100,Mesa/Mesa-Umber,"The adidas Originals Stan Smith Wheat is a perfect Fall sneaker, and this iteration is inspired by classic wheat boots that are built for the colder months. Featuring a Mesa and Umber colorway, the tennis silhouette sports a more durable nubuck leather upper for more weather resistance, with a gusset tongue and hiking-inspired laces. Finishing details include dark brown leather heel tabs, perforated Three Stripes and a gum rubber sole.",86,adidas stan smith wheat,Oct,Monday,FALSE,FALSE,FALSE,FALSE,mesa mesa umber,Orange,135
AR5339002,Nike WMNS Air Force 1 Sage Low Black White,Nike,10/1/18,116,Black/Black-white,"The Nike WMNS Air Force 1 Sage Low is another lifestyle iteration of the classic Air Force 1, and it’s exclusively for the ladies. Featured in a Black/White colorway, the sneaker’s design has been updated to look more feminine. The upper is made of suede with leather accents, and also features a cleaner look with no stitching. Finally, the shoe is detailed with more height, featuring a wedge midsole in contrasting white, followed by new branding located on the heel tabs.",41,nike wmns air force 1 sage low black white,Oct,Monday,TRUE,FALSE,FALSE,FALSE,black black white,Black,85
AR5339100,Nike WMNS Air Force 1 Sage Low White,Nike,10/1/18,100,White/White-white,"The Nike WMNS Air Force 1 Sage Low is another lifestyle iteration of the classic Air Force 1, and it’s exclusively for the ladies. Featured in a Triple White colorway, the sneaker’s design has been updated to look more feminine. The upper is made of suede with leather accents, and also features a cleaner look with no stitching. Finally, the shoe is detailed with more height, featuring a wedge midsole in contrasting white, followed by new branding located on the heel tabs.",1109,nike wmns air force 1 sage low white,Oct,Monday,TRUE,FALSE,FALSE,FALSE,white white white,White,127
B75768,adidas WMNS PureBoost Go Noble Maroon,Adidas,10/1/18,120,Noble Maroon / Trace Maroon / Clear Brown,"Built for city running, these shoes are made with a light, flexible knit upper that adapts to your foot's natural movement. A wider forefoot and reinforced heel give you stability when taking curbs and corners. Responsive cushioning and a flexible outsole deliver a smooth and comfortable ride.",2,adidas wmns pureboost go noble maroon,Oct,Monday,TRUE,FALSE,FALSE,FALSE,noble maroon   trace maroon   clear brown,Brown,72
D96805,adidas Alphabounce Instinct Carbon Core Black,Adidas,10/1/18,120,Carbon/Core Black/Carbon,"Designed to be the athlete's running shoe, these shoes have a soft and stretchy upper that hugs your foot for a snug and comfortable fit. A springy midsole provides medial and lateral reinforcement for midfoot lockdown.",9,adidas alphabounce instinct carbon core black,Oct,Monday,FALSE,FALSE,FALSE,FALSE,carbon core black carbon,Black,65
AA1643001,Nike Air Zoom Pegasus 35 Shield Black White,Nike,10/1/18,130,Black/White-cool Grey,"The Nike Air Zoom Pegasus 35 Shield gets remixed to conquer wet, dark routes. A water-repellent upper helps keep your feet dry. Reflective elements combine with an outsole that gives optimal grip on wet surfaces—letting you run in confidence despite the weather..",4,nike air zoom pegasus 35 shield black white,Oct,Monday,FALSE,FALSE,FALSE,FALSE,black white cool grey,Black,130
AO2604-005,Nike KD 11 Black Twilight,Nike,10/1/18,150,Black/Twilight Pulse,"Covered in a Flyknit construction all throughout the upper, this Nike KD 11 comes done in a combination of Black and Twilight Pulse throughout the Flyknit material to give it that Oreo-like appearance. Additional hits of black are then seen on the ankle collar, midfoot, heel counter, and the rubber midsole/outsole. The Nike and KD branding throughout the shoe have also been blacked out for a sleek look.",257,nike kd 11 black twilight,Oct,Monday,FALSE,FALSE,FALSE,FALSE,black twilight pulse,Black,110
